Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Claymore of the Great Badger,Weapon (greatsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Eldritch Halberd,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe Beak Tomahawk,Weapon (handaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Direstone Dwarven Key,Weapon (handaxe),Yes-Dwarf,,GSB,,,,,,,,,,,,,,,,,,,,,
Festerwood Logger,Weapon (handaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hexaxe,Weapon (handaxe),Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Orcam's Razor,Weapon (handaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sharkbite Cleaver,Weapon (handaxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Steel Hawk Handaxe,Weapon (handaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightsplitter Javelin,Weapon (javelin),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Remorhaz Javelin,Weapon (javelin),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sir Varion's Lance,Weapon (lance),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Telescoping Bladelance,Weapon (lance),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hammer of the Azer,Weapon (light hammer or warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hammer of the Azer,Weapon (light hammer or warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hammer of Whispers,Weapon (light hammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Brutal Macuahuitl,Weapon (longsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Riptide Katana,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spellrender,Weapon (longsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlechef Beater,Weapon (mace),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cactus Mace,Weapon (mace),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mace of the Pumpkin King,Weapon (mace),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Prying Mace,Weapon (mace),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pufferfish Basher,Weapon (mace),,,GSB,,,,,,,,,,,,,,,,,,,,,
Ol' Stumpy,Weapon (maul),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stone Maul of the Geomancer,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Parting Shot,Weapon (musket or pistol),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Crowfoot's Cane,Weapon (musket),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tranquilizing Musket,Weapon (musket),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sundersludge Net,Weapon (net),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ballista Pike,Weapon (pike),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Alchemist's Bubblegun,Weapon (pistol),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Arachnic Grappler,Weapon (pistol),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Last Rites,Weapon (pistol),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pistol of Paint,Weapon (pistol),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Arm of Balaria,Weapon (quarterstaff),Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Birder's Sling Staff,Weapon (quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bounty Hunter Enforcer,Weapon (quarterstaff),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Braided Quarterstaff,Weapon (quarterstaff),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Discordant Thunderstave,Weapon (quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Flamebreather Staff,Weapon (quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Whirling Wyrm,Weapon (quarterstaff),Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Thwackstaff,Weapon (quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Matador's Blade,Weapon (rapier or shortsword),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Matador's Blade,Weapon (rapier or shortsword),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Marlin Lunger,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rat King Rapier,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Swashbuckler's Slippery Saber,Weapon (scimitar or shortsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Jo'Catian Denier,"Weapon (scimitar, shortsword, or longsword)",Yes-Neutral Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Champaign Saber,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Explorer's Machete,Weapon (scimitar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Magentan Sun-Saw,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Alchemy Blade,Weapon (shortsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dagger of the Ogre Mage,Weapon (shortsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mockingblade,Weapon (shortsword),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Biting Sickle,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Boomerang Sickle,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Claw Sickle,Weapon (sickle),Yes-Lycanthrope,,GSB,,,,,,,,,,,,,,,,,,,,,
Harvest,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ice Sickle,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chromacloth,Weapon (sling),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Insult Slinger,Weapon (sling),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Torchbearer's Sling,Weapon (sling),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Eclipse Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodthirsty Trident,Weapon (trident),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mandible Bident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Trident of the Dryad,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bone Picker,Weapon (war pick),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Carrion War Pick,Weapon (war pick),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Carrion War Pick,Weapon (war pick),No,,GSB,,,,,,,,,,,,,,,,,,,,,
War Thorn,Weapon (war pick),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Death Dog Lasher,Weapon (whip),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gelatinous Whip,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hedonic Motivator,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Krakens Whip,Weapon (whip),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Roaring Whip,Weapon (whip),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scorpion Lasher,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Torchbearers Reach,Weapon (whip),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Vine Whip,Weapon (whip),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Whip of the Copper Eel,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Abjurer's Ward,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Acorn Charm,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Acorn Helmet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Alchemimic,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Alchemist's Potion Belt,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Alchemist's Shaker,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ambitious Medic's Box,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Buoyancy,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Equilibrium,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of the Guiding Eye,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of the Unknowne,Wondrous Item,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of the Wagoneer,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Angler's Worldy Fisher,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Arcanist's Magnificent Magnifier,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Astronomer's Boon,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Augurer's Coin,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Badge of the Savant,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of Continual Embers,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of Forging Coals,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of Gifts,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of Goodberry Gummy Fish,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of Irresistible Leaves,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of Sundrops,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of the Burglar,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ball of Giant Spiderweb,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ballista Prosthesis,Wondrous Item,"Yes-Missing an Arm, Forearm, or Hand",,GSB,,,,,,,,,,,,,,,,,,,,,
Bangle of Sun and Moon,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Barge Helm,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlebrew Bomb,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlechef Pulverizers,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlechef's Serving Bowls,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Beard Cannon,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bellhop Topper,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Big Cat Slippers,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blast Ooze,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bletherby's Bootlegs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodhound Amulet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodhound Charm,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodmire Phiale,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Boing Boing Bon Bon,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Book of Clothiers Croquis,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Boots of the Cloud Jumper,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Borbos's Marvelous Magic Marker,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bottled Will-o'-Wisp,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bottled Yawn,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bountyfinder's Tricorn,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bowstring Amulet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bramble Token Cuff,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bug Smashers,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bullfrog Bugle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Burrage's Collegiate Case,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Calligrapher's Shade,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Candle of Antilight,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Candlecover Hat,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Canister of Vreyval's Soothing Tea,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cat Eye Glasses,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Censer Chime,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cernivorous Coin Pouch,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Chapel Lantern,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Charging Bugle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Charlatans Wardrobe,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Choas Reins,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Chromatic Obsidian Orb,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Clear Bell,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloak of Daggers,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Earwig,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Faefly,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Inkbeetle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Mend-A-Pillar,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Contact Lenses,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Corsage of the Hidden Thorn,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Mantle,Wondrous Item,Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Crier's Scroll Case,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crier's Scroll Case,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crow Coin,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cuff of Captions,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Curse Cutter,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dark Mantle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dead Sun Lamp,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Detective's Notebook,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Devils Detail Eyepatch,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Distant Kaleidoscope,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Divination Key,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Domclavis,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dominic's Field Guide to Language,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Doomsday Cookie,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragons Call,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonscale Whetstone,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dramus' Dancing Shoes,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Dubloon Diver's Goggles,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Eagle Lords Glove,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ear Cuff of the Climber,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Earcuff of the Vampire Bat,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Egg of Primal Water,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ehagans Moving Ladder,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Enchanted Rug Beater,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Etherean Torch,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Everice Box,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Evokers Exchange,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Explorer's Helm,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Eye of the Bookwurm,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Eyedrops of Clarity,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Eyes of the Beheld,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Faeflame Torch,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Familiar Lens,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Feywood Ivy,Wondrous Item,"Yes-Druid, Ranger, Fey Creature",,GSB,,,,,,,,,,,,,,,,,,,,,
Fiendish Tethers,Wondrous Item,Yes-Tiefling,,GSB,,,,,,,,,,,,,,,,,,,,,
Fireweaver Gloves,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
First Mate's Scabbard,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fists of the Guiding Star,Wondrous Item,Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Flame Slippers,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Flight of Fancy Fascinator,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Flood Pauldron,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Floral Chime,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Focus Circlet,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Focusing Band,Wondrous Item,Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Foggy Kettle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Folding Cart,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Folding Tent,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Forgekeeper's Spark,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fortunes Fivepence,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Frefil's Cookie Cutter,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Frefils Jolly Oozebean Sugarbombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Frosty Top Hat,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Funeral Marchers,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of Deliverance,Wondrous Item,Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Gibbering Bell,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gibbering Candle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of Amphibios,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of the Great Badger,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gnashing Key,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Golem Clay,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Goose Pipes,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Grave Lotus Seed (Uncommon),Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Great Owl's Crown,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Great Owl's Shroud,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Griffon Component Pack,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gripping Perfume,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Grower's Tape,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hagstone Amulets,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hand of the Master,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hand-fed Fork,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hasty Sugarbombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hat of the False Wizard,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hat of the Sanguine Coven,Wondrous Item,"Yes-Sorcerer, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Hat of the Vanishing Act,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hat Trick,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Headdress of the Serpent King,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Headhunter's Bullseye Lantern,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hearthfire Mantle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hedgewitch's Gardening Gloves,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hellish Hennin,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Chameleon,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Deep Sea Knight,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Skeleton,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Herbalist's Journal,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hero's Cookbook,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hideaway Vase,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hoarder's Haul,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hobbystead,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Horn of Fog,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Husk Charm,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Illusionist's Gambit,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Incendiary Caltrops,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Incognito Cane,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Incredible Mending Tape,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Inferno Rope,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Infiltrator's Lantern,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Inking Seahorn,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Inspector's Silverware,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Instant Tablecloth,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Invisibility Powder,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ironshod Trotters,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Jackalope's Foot,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Kegger's Helm,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Kestra's Task List,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Kestras Bent Spoon,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Keycoin,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Kindle Egg Sugarbombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Knocking Boots,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Kobold Diviner's Amulet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Kobold Diviner's Hand,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Liars Lyre,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Life Tether Ankh,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightning Caltrops,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lion Door Guardian,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Locket of the Stolen Heart,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Locking Key,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Locklinks,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Locksmiths Bane,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Luckleaf,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lucky Bell,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lucky Bowl,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lucky Golden Tooth,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Luna Moth Cape,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lunchbox of Plenty,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lupine Mask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Magic Pocket,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mammoth Boots,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of Shrunken Stature,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mask of the Lion,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mask of the Mimic,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mask of the Pact Bearer,Wondrous Item,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Matador's Cape,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Matador's Cape,Wondrous item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Mental Marbles,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mercenary's Pauldron,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mermaid Trousers,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Midnight Oil,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mighty Falconer's Mitt,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
