Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Bracers of Nature's Grip,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracers of Sharpened Wit,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracers of the Iron Octopus,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracers of the Sahuagin,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Brazier of Holy Flame,Wondrous Item,Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Brooch of Many Sizes,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Candlecoven Censer,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Celestial Tome of Healing,Wondrous Item,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Censer Chime,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cerberus Whistle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chain Devil Gloves,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chimeric Collar,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Choker of Venomous Words,Wondrous item,"Yes-Bard, Cleric, Druid",,GSB,,,,,,,,,,,,,,,,,,,,,
Chromatic Obsidian Orb,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Clangor Helmet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Claws of Ursine Fury,Wondrous Item,Yes-Barbarian,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloak of Boundless Spirit,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloak of the Djinni,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloak of the Protector's Charge,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Colony Toolbox,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Healerbee,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Spyder,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Syrisquito,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Coldfire Anvil,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Conch of Water Communion,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Conspirator's Coat,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cottage Chest,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Courier's Cap,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cranial Cradle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crash and Burn,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crown of the Mindmaster Matriarch,Wondrous Item,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Crystal Ball of Farsight,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cube of Teleportation,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dead Ringer,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Deathloop Watch,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Deck of Dragons,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Departed Helm,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Detective's Monocle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Devil-Beating Brush,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Devil's Golden Fiddle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Discharge Gauntlets,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Diviner's Dice,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Doom Bloom,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Draconic Powder Horn,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Snugglebeast,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Turtle Gumbo,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonband,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonscale Whetstone,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dress of Defense,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dryad's Key,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dune Cowl,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dwarven Boozehound's Backpack,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Eldritch Scarf,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Electric Gittern,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Emberlit Boots,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Encyclopedia Creature Obscura,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Espionage Deck,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ethereal Zipper Charm,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Everglacier Prosthesis,Wondrous Item,Yes-Missing a Limb,,GSB,,,,,,,,,,,,,,,,,,,,,
Eye of Dendallen,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Faithful Hound's Toy,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fang Keeper,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ferrymans Take,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Festerwood Vizard,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fey Wanderer's Cloak,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Field Healers Pauldron,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fire Dervish Cloak,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Foldable Pet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fool's Mantle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Force Gauntlet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Force Safe,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Frostfell Cloak,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Game Changer's Eye,Wondrous Item,Yes-Missing an Eye,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of Eldritch Ferocity,Wondrous Item,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of Grace,Wondrous item,Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of the Midnight Leopard,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of the Storm Sailor,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gemini Mask,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gi of Shifting Seasons,Wondrous Item,Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Gibberbox,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gilded Ticket,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Glove of the Aegis,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Glove of the Grim Fandango,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of Healing,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of the Deft Duelist,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of the Gadgeteer,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of the Magpie,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Golem Sapper,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gossiper's Ear Cuff,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Grave Lotus Seed (Rare),Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Grave Trodders,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Great Owl's Pocket Library,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Greaves of Dendallen,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Grimweaver's Shawl,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Guard of the Valkyrie,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Harp of Dragons,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Hat of the Nimbus Mage,Wondrous Item,"Yes-Druid, Sorceror, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Healer's Voice,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Heavenly Chalice,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of Heroes,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Headless,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Minotaur,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Ram,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hero's Goblet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hidey Horse,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hoarder's Haul,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hobbystead,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Homeroot,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Homeward Boots,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Horatio's Impossible Ship in a Bottle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Horn of Verdance,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hunter's Cup,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Immovable Cat,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Insatiable Tome,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Jar of Lightningflies,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Jotuns Jodhpurs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Kinetic Bowstring,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Koi Regalia,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lamp of Moonlight,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lantern of the Frost Watch,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lazar's Magic Eye,Wondrous Item,Yes-Missing An Eye,,GSB,,,,,,,,,,,,,,,,,,,,,
Life's Flower Restorative,Wondrous Item,Yes-Missing a Limb,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightning-Catching Bottle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightningcatcher Pauldron,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightscreen Hover Boots,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lithic Stone Fruit,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Liulian's Hexsatchel,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Living Wig,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lucky Horseshoes,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lunar Compass,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Magecatcher Explosives,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mageplate Cap,Wondrous Item,"Yes-Wizard, Sorcerer",,GSB,,,,,,,,,,,,,,,,,,,,,
Mantis Mitts,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of Adaptivity,Wondrous Item,Yes-Human,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of Security,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of the Mammoth,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of the Pack Lord,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Marksman's Cloak,Wondrous Item,Yes-Ranger,,GSB,,,,,,,,,,,,,,,,,,,,,
Mask of the Hawk,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Medallion of Hypnosis,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Medusan Lavalier,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Monarch Mantle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Monocle of Clarity,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Monstrous Mask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonlit Veil Candles,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonstone Bracers,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mosshide Troll Belt,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Obol,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel War Banner,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Necrolace,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Necromancer's Lantern,Wondrous Item,"Yes-Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Nightmare Flask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Nightstalker's Mask,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Orelia's Tome of Beast Familiars,Wondrous Item,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Pack Leader Helm,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pack of Revisibility Bombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pact Card,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Peacock's Vanity,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pearl of Wisdom Quiver,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Periapt of Reflection,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Phoenix Fan,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pitcher of Wisdom,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Plaguebane Mask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Polaris Magistrate Codex,Wondrous Item,Yes-Lawful Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Polaris Magistrate Robe,Wondrous Item,Yes-Lawful Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Potion of Dragon's Breath,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Power Collar,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Powergem Pommel,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Prism Lantern,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Prized Pet Protector,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Psychic Lock,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Psychic Quiver,Wondrous Item,Yes-Int 13,,GSB,,,,,,,,,,,,,,,,,,,,,
Purse Piglet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Quiver of Lightning,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Quiver of Seasons,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Redsmith Bracers,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rimewhisp Bandolier,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Robe of Cunning,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Robe of the Sunless,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Royal Engineers Greatcoat,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Salamander Flame Gauntlets,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sandstorm Dancer,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sash of Sorcerous Synergy,Wondrous Item,Yes-Sorcerer,,GSB,,,,,,,,,,,,,,,,,,,,,
Scapular of the Ankylosaur,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scapular of the Ankylosaur,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scarf of Snow's Sanctum,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Scholars Cap,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sending Slates,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Set of Secret Scribe Candles,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sewer Token,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shadow Tag,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shadowshawl,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shadowsmoke Dragon Pipe,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shambling Cloak of the Marshwarden,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Shamisen of the Changing Winds,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Shared Burden,Wondrous Item,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Sharkrazor Mantle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Shellback Carriage,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shrieking Chalk,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shroud of the Unburied,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shrouded Boots,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Silvercloud Bomb,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Skelekey,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Skulldugger's Spade,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Snail Hennin,Wondrous item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Snaketongue Suckers,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Snowstar Scarf,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Solaris Orchid,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Soul Pendant,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sovereignseed Satchel,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Spellblade's Scabbard,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spellwriter's Brace,Wondrous Item,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Circlet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starshot Circlet,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Static Sabatons,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Steel Hawk Elite Helm,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stormbrewer Bracers,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Submerged Reins,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sunfire,Wondrous Item,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Swallowtail Mantle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tears of Failure,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Teleportation Circle Stamp,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tempest Griffon Bracer,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tengu Fan,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Thalamus Thread,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Throne of the Lion,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Thunderbolt Quill,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Timeshifters Mantle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tome of the Dragon's Hoard,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tormented Mandolin,Wondrous item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Torrdok's Magnificent Forgery,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Traitor's Gauntlet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Trickster's Mask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Trickster's Quiver,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tundra Beast Charms,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tundra Beast Charms,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Turtle Pack,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Undertaker's Planchette,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Unicorn Candle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Vagrant's Wrist Stiletto,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Vampiric Helm,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Vancian Helm,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Vigilante's Mantle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Volcanic Ocarina,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Voyage Collar,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand Charging Station,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wanderdust,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Warhorn of the Bronze Dragon,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Warp Anchor,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wayfinder Sphere,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Widow's Tea,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wild Dice,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wind Riders,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wind-Up Merchant,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Winterland Footwraps,Wondrous Item,Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Wisplight Lantern,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Woodstalkers Hood,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wyrmling Wristlet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Xorn-Sole Boots,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Yagga Stones,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Zafu of the Wandering Mind,Wondrous Item,Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
